.	_	.

Hurrengo	ADJ	hurrengo
orrialdeko	DEFSGESSINANN	orrialde
mapa	DEFABSSGN	mapa
baliagarria	ADJSGDEFABS	baliagarri
izan	VNFIN	izan
dakizuke	ARGDA2SARGAB3SPOTV	*edin
.	_	.

Sos	N	sos
kopuru	N	kopuru
hau	DETDEFSGABS	hau
CDUri	PROPNDEFDATSG	CDU
kenduko	VPROSPV.PTCP	kendu
diote	ARGDA3SARGER3PARGAB3SVIND	*edun
2001.	NUM	2001+garren4
urtean	IN+ESSSGDEFINANN	urte
eskuratuko	VPROSPV.PTCP	eskuratu
den	ARGAB3SVIND	izan
finantzaketa	N	finantzaketa
publiko	ADJ	publiko
zenbatekotik	SGAT+ABLDEFINANN	zenbateko
.	_	.

Eta	CONJ	eta
aurrean	INANSGIN+ESSNDEF	aurre
kolpea	INANSGABSNDEF	kolpe
eman	VV.PTCP	eman
behar	NINDFABS	behar
denean	V	izan
,	_	,
kolpea	INANSGABSNDEF	kolpe
ematen	NFINVIPFV	eman
du	ARGAB3SARGER3SVIND	*edun
.	_	.

Funtsean	ADV	funtsean
,	_	,
lege	N	lege
arrazista	SGABSADJDEF	arrazista
da	ARGAB3SVPROGIND	izan
,	_	,
poliziari	NSGDATDEF	polizia
neurriz	NINS	neurri
gaineko	ADPINANINDF	_
ahalmenak	INANABSNPLDEF	ahalmen
ematen	NFINVIPFV	eman
dizkio	ARGAB3PARGER3SARGDA3SVIND	*edun
,	_	,
nahi	NINDFABS	nahi
duen	V	ukan
eran	INANSGIN+ESSNDEF	era
iharduteko	INDFVABS	jardun
.	_	.

Nobedade	N	nobedade
askorik	PRTINDFDET	asko
ez	NEGPART	ez
zegoen	ARGAB3SVPROGIND	egon
eta	CONJ	eta
nahiko	ADV	nahiko
lasai	ADV	lasai
zeuden	ARGAB3PVPROGIND	egon
harmailak	INANABSNPLDEF	harmaila
.	_	.

Horregatik	ADV	horregatik
,	_	,
Frantzia	PROPN	Frantzia
eta	CONJ	eta
EEBBak	PROPNDEFPLABS	EEBB
ere	CONJ	ere
presio	INDFABSINANN	presio
egiten	VIN+ESS	egin
ari	V	ari
dira	ARGAB3PPROGINDV	izan
Milosevicek	ERGPROPNDEFSG	Milosevic
agintea	DEFABSSGN	aginte
utz	VNFIN	utzi
dezan	ARGER3SARGAB3SVSBJV	*ezan
bigarren	NUM	bi+garren!
itzulia	DEFABSSGN	itzuli
egin	VV.PTCP	egin
gabe	ADV	gabe
.	_	.

Hildakoetako	PLDEFESSANIMN	hildako
bi	NUM	bi
atentatuaren	GENN	atentatu
lekuan	IN+ESSSGDEFADP	leku
zendu	VPFVV.PTCP	zendu
ziren	ARGAB3PVIND	izan
eta	CONJ	eta
hirugarrena	NUM	hirugarren
ospitalean	IN+ESSSGDEFN	ospitale
.	_	.

Bi	NUM	bi
anaien	NGENPLDEF	anaia
estiloa	INANSGABSNDEF	estilo
beretsua	SGABSADJDEF	bertsu
izan	VV.PTCPPFV	izan
zen	ARGAB3SVIND	izan
,	_	,
adimenak	INANSGNDEFERG	adimen
agintzen	NFINVIPFV	agindu
du	ARGAB3SARGER3SVIND	*edun
intimitatea	NSGABSDEF	intimitate
eta	CONJ	eta
fantasiaren	NGEN	fantasia
gainetik	INANSGAT+ABLDEFADP	gain
.	_	.

Ultzama	PROPN	Ultzama
,	_	,
Odieta	PROPN	Odieta
eta	CONJ	eta
Berriozar	PROPNSGDEFABS	Berriozar
ariko	V	ari_izan
dira	ARGAB3PINDV	izan
;	_	;
Arraiotzek	PROPNERGSGDEF	Arraiotz
atsedena	DEFINANNABSSG	atseden
du	ARGAB3SARGER3SPROGINDV	ukan
.	_	.

Izan	VINDFV.PTCPABS	izan
ere	CONJ	ere
kontenidoari	SGDEFDATN	kontenido
dagokionean	ARGDA3SARGAB3SPROGIN+ESSDEFSGINDV	egon
antzematen	VNFINIPFV	antzeman
dugun	ARGAB3SARGER1PVIND	*edun
kezka	N	kezka
nagusia	ADJSGDEFABS	nagusi
da	ARGAB3SPROGVIND	izan
politikoki	ADV	politikoki
zuen	PRO	zuek
eremua	DEFSGABSINANN	eremu
zaintzea	VABS	zaindu
eta	CONJ	eta
neurri	N	neurri
batean	NUM	bat
ausardia	N	ausardia
falta	DEFSGABSINANN	falta
aurrerapausoak	DEFABSPLN	aurrerapauso
emateko	VINDFABS	eman
.	_	.

EITBk	PROPNERGSGDEF	EITB
eta	CONJ	eta
Ibaiak	PROPNERGSGDEF	Ibaia
hitzarmena	DEFINANNABSSG	hitzarmen
sinatu	PFVVV.PTCP	sinatu
dute	ARGAB3SARGER3PINDV	*edun
Elkarlanaren	NGEN	elkarlan
bidez	DEFINANINSSGADP	bide
,	_	,
ikus-entzunezkoak	ADJDEFPLABS	ikus-entzunezko
industria	N	industria
garrantzitsu	ADJ	garrantzitsu
bihurtzea	VABS	bihurtu
nahi	NINDFABS	nahi
dute	ARGAB3SARGER3PPROGINDV	ukan
.	_	.

"	_	"
Ia	ADV	ia
hiru	NUM	hiru
hilabete	NINDFABS	hilabete
pasatu	VV.PTCPPFV	pasatu
dira	ARGAB3PVIND	izan
min	NINDFABS	min
hartu	VV.PTCP	hartu
nuenetik	ARGAB3SARGER1SVIND	*edun
,	_	,
eta	CONJ	eta
une	N	une
honetan	IN+ESSSGDEFDET	hau
deialdian	NSGIN+ESSDEF	deialdi
egoteko	ESSV	egon
moduan	INANSGIN+ESSNDEF	modu
nagoela	ARGAB1SVPROGIND	egon
uste	NINDFABS	uste
dut	ARGAB3SARGER1SVPROGIND	ukan
.	_	.

Ertzaintza	PROPNSGABSDEF	Ertzaintza
gertakaria	INANSGABSNDEF	gertakari
ikertzen	IN+ESSV	ikertu
ari	V	ari
da	ARGAB3SVPROGIND	izan
,	_	,
gertatutakoa	SGABSVV.PTCPDEF	gertatu
aztertu	VV.PTCP	aztertu
eta	CONJ	eta
egileak	ABSANIMNPLDEF	egile
harrapatzeko	ESSV	harrapatu
itxaropenez	INANNINDFINS	itxaropen
.	_	.

Eta	CONJ	eta
iaz	ADV	iaz
ere	CONJ	ere
hasiera	N	hasiera
ona	ADJSGDEFABS	on
egin	VPFVV.PTCP	egin
zuen	ARGER3SARGAB3SVIND	*edun
,	_	,
eta	CONJ	eta
espezialista	N	espezialista
handia	ADJSGDEFABS	handi
dela	ARGAB3SPROGVIND	izan
erakutsi	VV.PTCP	erakutsi
.	_	.

Deklaratu	VV.PTCP	deklaratu
ostean	ADV	ostean
bost	NUM	bost
milioi	N	milioi
pezetako	ESSINANSGNDEF	pezeta
bermea	NSGABSDEF	berme
jarri	VV.PTCPPFV	jarri
zion	ARGAB3SARGER3SARGDA3SVIND	*edun
.	_	.

Senatuko	ESSINANSGNDEF	senatu
politika	N	politika
talde	N	talde
buruen	NGEN	buru
aldetik	ADPPLDEF	alde
batik	NUM	bat
bat	NUM	bat
,	_	,
larrazkeneko	ESSNSGDEF	larrazken
saio	N	saio
honen	DEFSGGENDET	hau
hasieran	INANSGIN+ESSNDEF	hasiera
nabarmendu	VV.PTCPPFV	nabarmendu
den	ARGAB3SVIND	izan
eragozpen	N	eragozpen
jokaera	INANSGABSNDEF	jokaera
dela	ARGAB3SVPROGIND	izan
eta	CONJ	eta
,	_	,
Marsellako	ESSPROPNSGDEF	Marsella
senadore	N	senadore
Jean-Claude	PROPN	Jean-Claude
Gaudinek	PROPNSGDEFERG	Gaudin
(	_	(
UDF	PROPNSGABSDEF	UDF
)	_	)
iragarri	VV.PTCPPFV	iragarri
du	ARGAB3SARGER3SVIND	*edun
datorren	ARGAB3SVPROGIND	etorri
urriaren	INANSGNGENDEF	urri
7eko	NUM	7
saioan	INANSGIN+ESSNDEF	saio
"	_	"
premiazko	ADJ	premiazko
galderaren	INANSGNGENDEF	galdera
"	_	"
prozesua	INANSGABSNDEF	prozesu
erabiliko	VV.PTCPPROSP	erabili
duela	ARGAB3SARGER3SVIND	*edun
gaia	INANSGABSNDEF	gai
azkenekotz	INDFABSADJ	azkenekotz
trenkatua	SGABSVV.PTCPDEF	trenkatu
izan	VNFIN	izan
dadin	ARGAB3SVSBJV	*edin
.	_	.

EKAINEAN	INANSGIN+ESSNDEF	ekain
hasitako	ESSVV.PTCP	hasi
bideari	INANSGDATNDEF	bide
jarraiki	NFINV	jarraitu
,	_	,
astelehenean	NSGIN+ESSDEF	astelehen
Soraluzen	PROPNSGIN+ESSDEF	Soraluze
EAJk	PROPNSGDEFERG	EAJ
eta	CONJ	eta
EAk	INANSGDEFPROPNERG	EA
EH	PROPNSGABSDEF	EH
udaleko	ESSINANSGNDEF	udal
gobernu	N	gobernu
batzordetik	INANSGAT+ABLNDEF	batzorde
kanporatu	VV.PTCPPFV	kanporatu
zuten	ARGAB3SARGER3PVIND	*edun
.	_	.

Iazko	ESSADV	iaz
urtean	INANSGIN+ESSNDEF	urte
,	_	,
esaterako	ADV	esaterako
,	_	,
berrogei	NUM	berrogei
bat	NUM	bat
aldiz	INANNINDFINS	aldi
jardun	VV.PTCPPFV	jardun
zuten	ARGAB3SARGER3PVIND	*edun
jendaurrean	NIN+ESS	jendaurre
.	_	.

Crossmaglengo	ESSPROPNSGDEF	Crossmaglen
begiratokia	INANSGABSNDEF	begiratoki
ez	NEGPART	ez
ezik	CONJ	ezik
,	_	,
azken	NUM	azken
bi	NUM	bi
hilabeteotan	NIN+ESSPLDEF	hilabete
Armadaren	INANSGNGENDEF	armada
beste	DET	beste
zenbait	DET	zenbait
kuartel	INANNINDFABS	kuartel
eraisteari	DATSGVDEF	eraitsi
ekin	VV.PTCPPFV	ekin
dio	ARGAB3SARGER3SARGDA3SVIND	*edun
Londresek	PROPNSGDEFERG	Londres
:	_	:

Zeberio	PROPN	Zeberio
II.a	NUM	II+garren4
-	_	-
Txikuri	PROPN	Txikuri
eta	CONJ	eta
Altuna	PROPN	Altuna
I.a	NUM	I+garren!
-	_	-
Aizpuru	PROPNSGABSDEF	Aizpuru
ariko	V	ari_izan
dira	ARGAB3PVIND	izan
partidu	N	partidu
nagusian	IN+ESSSGADJDEF	nagusi
.	_	.

Portzentaia	N	portzentaje
hori	DEFSGABSDET	hori
itzuliko	VV.PTCPPROSP	itzuli
dio	ARGAB3SARGER3SARGDA3SVIND	*edun
ondoren	ADV	ondoren
Ogasun	N	ogasun
Sailak	NSGDEFERG	sail
erosleari	SGDATANIMNDEF	erosle
.	_	.

Jontxuk	PROPNSGDEFERG	Jontxu
esan	VV.PTCPPFV	esan
zion	ARGAB3SARGER3SARGDA3SVIND	*edun
andereñoari	NSGDATDEF	andereño
bera	DEFSGABSDET	bera
izan	VV.PTCPPFV	izan
zela	ARGAB3SVIND	izan
,	_	,
eta	CONJ	eta
ez	NEGPART	ez
zuela	ARGAB3SARGER3SVIND	*edun
gehiagotan	NINDFCMPRIN+ESS	gehi
egingo	VV.PTCPPROSP	egin
,	_	,
orain	ADV	orain
ez	NEGPART	ez
zegoelako	ARGAB3SVPROGIND	egon
triste	ADV	triste
.	_	.

Brivez	PROPNSGINSDEF	Brive
mintzatu	VV.PTCPPFV	mintzatu
zitzaigun	ARGAB3SARGDA1PVIND	izan
Rodriguez	PROPNSGABSDEF	Rodriguez
:	_	:

Ingelesa	DEFINANNABSSG	ingeles
eta	CONJ	eta
futbola	DEFINANNABSSG	futbol
ikasteko	ESSV	ikasi
helburuarekin	DEFINANNCOMSG	helburu
sortu	PFVVV.PTCP	sortu
da	ARGAB3SINDV	izan
ekimena	NSGDEFABS	ekimen
,	_	,
eta	CONJ	eta
Drogaren	NGEN	droga
Aurkako	ESSDEFINANSGADP	_
antolatzen	NFINIPFVV	antolatu
du	ARGAB3SARGER3SINDV	*edun
.	_	.

(	_	(
Bere	SGGENDET	bera
besoetara	INANNPLAT+ALLDEF	beso
amiltzeko	ESSV	amildu
keinua	NSGABSDEF	keinu
egiten	NFINVIPFV	egin
du	ARGAB3SARGER3SVIND	*edun
,	_	,
baina	CONJ	baina
Jojok	PROPNSGDEFERG	Jojo
atzera	ADV	atzera
egin	V.PTCPINDFVABS	egin
eta	CONJ	eta
tristeki	ADV	tristeki
ezetz	NEGPART	ez
esaten	NFINVIPFV	esan
dio	ARGAB3SARGER3SARGDA3SVIND	*edun
buruaz	NSGINSDEF	buru
.	_	.

Egoera	INANSGABSNDEF	egoera
"	_	"
normaltasunaren	NGEN	normaltasun
barruan	INANSGIN+ESSDEFADP	barru
"	_	"
kokatu	VV.PTCP	kokatu
behar	NINDFABS	behar
dela	V	izan
esan	VV.PTCPPFV	esan
zuen	ARGAB3SARGER3SVIND	*edun
Ogasun	N	ogasun
sailburuak	NSGDEFERG	sailburu
.	_	.

Nik	PRO	ni
uste	NINDFABS	uste
dut	ARGAB3SARGER1SVPROGIND	ukan
antzezle	N	antzezle
onenak	ABSRLPLDEFADJ	on
gu	PRO	gu
geu	PRO1ABSPLDEF	geu
garela	ARGAB1PVPROGIND	izan
.	_	.

Bestalde	CONJ	bestalde
,	_	,
"	_	"
herri	N	herri
palestinarrari	SGDATADJDEF	palestinar
laguntza	N	laguntza
tekniko	ADJ	tekniko
eta	CONJ	eta
ekonomikoa	SGABSADJDEF	ekonomiko
ematen	IN+ESSV	eman
jarraitzeko	INDFVABS	jarraitu
eta	CONJ	eta
Estatu	N	estatu
baketsu	ADJ	baketsu
eta	CONJ	eta
demokratiko	ADJ	demokratiko
baten	NUM	bat
ordezkari	NINDFABSANIM	ordezkari
diren	ARGAB3PVPROGIND	izan
erakunde	N	erakunde
palestinarrak	ABSPLADJDEF	palestinar
indartzeko	INDFVABS	indartu
lanean	INANSGIN+ESSNDEF	lan
jarraitzeko	ESSV	jarraitu
konpromisoa	NSGABSDEF	konpromiso
"	_	"
baieztatu	VV.PTCPPFV	baieztatu
zuen	ARGAB3SARGER3SVIND	*edun
EBk	PROPNSGDEFERG	EB
.	_	.

Baina	CONJ	baina
zerbait	PROINDFABS	zerbait
gehiago	INDFABSDET	gehiago
behar	NINDFABS	behar
da	ARGAB3SVPROGIND	izan
nirekin	PRO	ni
bukatzeko	INDFVABS	bukatu
.	_	.

Beste	DET	beste
taldea	INANSGABSNDEF	talde
plaza	N	plaza
guztian	IN+ESSDET	guzti
zehar	ADPSGDEF	_
banatzen	NFINVIPFV	banatu
zen	ARGAB3SVIND	izan
(	_	(
gaurko	ADJ	gaurko
beisbol	N	beisbol
partiduetan	NIN+ESS	partidu
bezala	ADPINANPLDEF	bezala
)	_	)
.	_	.

-	_	-
Foru	N	foru
Dekretu	N	dekretu
honen	GENDET	hau
arabera	ADPSGDEF	arabera
osagarriaren	INANSGNGENDEF	osagarri
esleipena	NSGABSDEF	esleipen
hartzen	NFINVIPFV	hartu
duten	ARGAB3SARGER3PVIND	*edun
lanpostuen	INANNGENPLDEF	lanpostu
titularrek	NDEFPLERG	titular
,	_	,
lanpostu	N	lanpostu
horiei	DEFDATPLDET	horiek
asimilatutako	ESSVV.PTCP	asimilatu
atal	N	atal
edo	CONJ	edo
bulego	N	bulego
edo	CONJ	edo
unitateko	ESSINANSGNDEF	unitate
burutzaren	INANNINDFGEN	burutza
batean	NUM	bat
ari	V	ari
badira	V	izan
,	_	,
osagarri	N	osagarri
hori	DEFSGABSDET	hori
jasoko	VV.PTCPPROSP	jaso
dute	ARGAB3SARGER3PVIND	*edun
burutzari	INANSGDATNDEF	burutza
dagokionaz	ARGAB3SARGDA3SSGPROGVDEFINSIND	egon
gainera	INANSGNAT+ALLDEF	gain
.	_	.

Jose	PROPN	Jose
Mari	PROPN	Mari
Olazabal	PROPNSGABSDEF	Olazabal
da	ARGAB3SVPROGIND	izan
Sun	PROPN	Sun
City	PROPN	City
Golf	N	golf
torneoko	ESSNSGDEF	torneo
lider	NINDFABS	lider
,	_	,
Lee	PROPN	Lee
Westwoodekin	PROPNSGCOMDEF	Westwood
berdinduta	VV.PTCP	berdindu
.	_	.

Gainera	CONJ	gainera
,	_	,
jokatzeko	ESSV	jokatu
era	N	era
ezberdinak	ADJDEFPLABS	ezberdin
landuak	DEFPLABSVV.PTCP	landu
ditugu	ARGAB3PARGER1PPROGINDV	ukan
eta	CONJ	eta
era	N	era
batean	NUM	bat
zein	CONJ	zein
bestean	SGDEFDETIN+ESS	beste
jokatzeko	ESSV	jokatu
gaitasuna	DEFINANNABSSG	gaitasun
dugu	ARGAB3SARGER1PPROGINDV	ukan
.	_	.

Gainerakoek	DEFPLADJERG	gainerako
,	_	,
berriz	CONJ	berriz
,	_	,
beti	ADV	beti
amarrako	INANNINDFABS	amarrako
izan	VV.PTCPPFV	izan
dela	ARGAB3SVIND	izan
erantzuten	NFINVIPFV	erantzun
diote	ARGAB3SARGER3PARGDA3SVIND	*edun
,	_	,
eta	CONJ	eta
ea	_	ea
nondik	ADV	nondik
atera	VV.PTCPPFV	atera
duen	ARGAB3SARGER3SVIND	*edun
"	_	"
hamarreko	N	hamarreko
"	_	"
hori	DEFSGABSDET	hori
.	_	.

EEBBetako	ESSPROPNPLDEF	EEBB
datu	N	datu
ekonomikoei	DATPLADJDEF	ekonomiko
dagokienez	ARGAB3SARGDA3PVPROGIND	egon
,	_	,
hazkunde	N	hazkunde
tasa	NSGABSDEF	tasa
%2,7koa	NSGABSDEF	%2,7
izan	VV.PTCPPFV	izan
da	ARGAB3SVIND	izan
aurtengo	ESSADV	aurten
hirugarren	NUM	hiru~+garren!
hiruhilekoan	NSGIN+ESSDEF	hiruhileko
,	_	,
aurreko	ESSINANSGNDEF	aurre
hiruhileko	N	hiruhileko
%5,6ko	NUM	%5,6
tasaren	NGEN	tasa
ostean	ADPIN+ESSSGDEF	oste
.	_	.

Baina	CONJ	baina
,	_	,
zer	DETINDFABS	zer
diot	ARGER1SARGAB3SPROGINDV	esan
?	_	?

"	_	"
Bikote	N	bikote
honen	DEFSGGENDET	hau
zoria	NSGABSDEF	zori
eskubideen	INANNGENPLDEF	eskubide
errespetuari	INANSGDATNDEF	errespetu
ala	CONJ	ala
errealismo	N	errealismo
politikoari	SGDATADJDEF	politiko
lotua	SGABSVV.PTCPDEF	lotu
dago	ARGAB3SVPROGIND	egon
?	_	?

Eta	CONJ	eta
nahi	NINDFABS	nahi
nuke	ARGAB3SARGER1SPROGVCOND	ukan
,	_	,
zinez	ADV	zinez
,	_	,
hala	ADV	hala
ez	NEGPART	ez
balitz	ARGAB3SPROGVCOND	izan
.	_	.

-	_	-
esan	VV.PTCPPFV	esan
zuen	ARGAB3SARGER3SVIND	*edun
Laurak	INANSGDEFPROPNERG	Laura
-	_	-
.	_	.

Armstrongi	PROPNSGDATDEF	Armstrong
,	_	,
iazko	ESSADV	iaz
Tourreko	ESSPROPNSGDEF	Tour
garaileari	NSGDATDEF	garaile
,	_	,
3	NUM	3
segundo	INANNINDFABS	segundo
atera	VV.PTCPPFV	atera
zizkion	ARGAB3PARGER3SARGDA3SVIND	*edun
,	_	,
6	NUM	6
galduak	ABSVV.PTCPPLDEF	galdu
zituen	ARGAB3PARGER3SVIND	*edun
Jalabertek	PROPNSGDEFERG	Jalabert
,	_	,
eta	CONJ	eta
7	NUM	7
Ullrichek	PROPNSGDEFERG	Ullrich
.	_	.

Edurnezuri	PROPNSGABSDEF	Edurnezuri
printzearekin	NSGCOMDEF	printze
ezkondu	VV.PTCPPFV	ezkondu
zenean	ARGAB3SVIND	izan
,	_	,
zazpi	NUM	zazpi
ipotxek	NDEFPLERG	ipotx
edateari	DATSGVDEF	edan
eman	VV.PTCPPFV	eman
zioten	ARGAB3SARGER3PARGDA3SVIND	*edun
.	_	.

Bidea	DEFSGABSINANN	bide
egin	VPFVV.PTCP	egin
zuen	ARGER3SARGAB3SVIND	*edun
laukoteak	SGDEFERGINANN	laukote
,	_	,
bost	NUM	bost
minutuko	DEFSGESSINANN	minutu
aldea	DEFSGABSINANN	alde
lortu	VV.PTCP	lortu
arte	INDFABSINANN	arte
83.	NUM	83.
kilometroan	IN+ESSSGDEFINANN	kilometro
.	_	.

Zenbaitek	DETERGINDF	zenbait
proposatu	PFVVV.PTCP	proposatu
du	ARGAB3SARGER3SINDV	*edun
inguruko	ESSDEFINANNSG	inguru
Foru-Zuzenbideetatik	NAT+ABLDEFPL	foru-zuzenbide
erakundeak	DEFINANPLNABS	erakunde
Euskal	N	euskal
Komunitate	N	komunitate
Autonomo	ADJ	autonomo
guztira	SGDETDEFAT+ALL	guzti
zabaltzea	VABS	zabaldu
.	_	.

Oraindik	ADV	oraindik
goizegi	ADVAB	goiz
da	ARGAB3SVPROGIND	izan
horretan	IN+ESSSGDEFDET	hori
pentsatzeko	INDFVABS	pentsatu
.	_	.

Erabakiarekin	NDEFSGCOM	erabaki
herritarren	NGENDEFPL	herritar
interesak	DEFINANPLNABS	interes
defendatu	VV.PTCP	defendatu
nahi	NINDFABS	nahi
dituela	V	ukan
adierazi	VCAUS	adierazi
du	ARGAB3SARGER3SINDV	*edun
Aresek	PROPNERGSGDEF	Ares
.	_	.

Azken	NUM	azken
bi	NUM	bi
urteetan	PLIN+ESSDEFINANN	urte
horrelako	ADJ	horrelako
ezbehar	N	ezbehar
ugari	DETINDFABS	ugari
gertatu	VPFVV.PTCP	gertatu
dira	ARGAB3PVIND	izan
Nigerian	IN+ESSPROPNDEFSG	Nigeria
,	_	,
oliobideen	PLDEFGENINANN	oliobide
egoera	N	egoera
kaskarraren	ADJSGDEFGEN	kaskar
eta	CONJ	eta
gasolina	DEFSGABSINANN	gasolina
lapurtzeko	VINDFABS	lapurtu
horiek	DETDEFPLABS	horiek
zulatzen	VNFINIPFV	zulatu
dituztenen	ARGAB3PARGER3PGENVPLDEFIND	*edun
ekintzen	PLDEFGENINANN	ekintza
ondorioz	INDFINSINANN	ondorio
.	_	.

Milesker	ADV	milesker
senpa	NSGABSDEF	senpa
haiz	ARGAB2SVPROGIND	izan
.	_	.

-	_	-
Eszena	N	eszena
patetikoa	ADJSGDEFABS	patetiko
da	ARGAB3SPROGVIND	izan
oso	ADV	oso
.	_	.

MILAKA	ADV	milaka
zale	ADJINDFABS	zale
bildu	PFVVV.PTCP	bildu
ziren	ARGAB3PINDV	izan
atzo	ADV	atzo
San	N	san
Mamesen	PROPNDEFSGIN+ESS	Mames
Athleticen	PROPNGENSGDEF	Athletic
aurkezpenean	DEFINANIN+ESSNSG	aurkezpen
.	_	.

Tajinearen	NSGGENDEF	tajine
osagaiak	INANABSNPLDEF	osagai
haragia	INANSGABSNDEF	haragi
edo	CONJ	edo
arraina	SGABSANIMNDEF	arrain
eta	CONJ	eta
barazkiak	NABSPLDEF	barazki
dira	ARGAB3PVPROGIND	izan
eta	CONJ	eta
izena	NSGABSDEF	izen
,	_	,
prestatzeko	ESSV	prestatu
erabiltzen	NFINVIPFV	erabili
den	ARGAB3SVIND	izan
ontzitik	INANSGAT+ABLNDEF	ontzi
datorkio	ARGAB3SARGDA3SVPROGIND	etorri
.	_	.

Tourreko	ESSPROPNSGDEF	Tour
aitzin-etapa	INANSGABSNDEF	aitzin+-+etapa
(	_	(
16,5	NUM	16,5
kilometro	INANNINDFABS	kilometro
ordekan	INANSGIN+ESSNDEF	ordeka
)	_	)
ez	NEGPART	ez
zen	ARGAB3SVPROGIND	izan
batere	ADV	batere
egokia	SGABSADJDEF	egoki
eskalatzaileentzat	NBENPLDEF	eskalatzaile
.	_	.

"	_	"
Argazkia	INANSGABSNDEF	argazki
ikusmenezko	INANNINDFESS	ikusmen
hautespen-sistema	N	hautespen-sistema
bat	NUM	bat
da	ARGAB3SVPROGIND	izan
.	_	.

Argitalpenek	NDEFPLERG	argitalpen
eta	CONJ	eta
literaturak	INANSGNDEFERG	literatura
gizarte	N	gizarte
anitz	ADJ	anitz
honen	DEFSGGENDET	hau
aldaerak	NABSPLDEF	aldaera
eta	CONJ	eta
islak	NABSPLDEF	isla
eskaintzen	NFINVIPFV	eskaini
dituzte	ARGAB3PARGER3PVIND	*edun
.	_	.

Aldiz	CONJ	aldiz
paletan	INANIN+ESSNPLDEF	pala
,	_	,
ez	NEGPART	ez
da	ARGAB3SVPROGIND	izan
euskaldunik	NPRTINDF	euskaldun
.	_	.

"	_	"
batzutan	ADV	batzuetan
makailoa	NSGDEFABS	bakailao
,	_	,
bestetan	DETIN+ESSINDF	beste
sardin	N	sardina
zaharra	ADJSGDEFABS	zahar
"	_	"
,	_	,
baina	CONJ	baina
festa	N	festa
beti	ADV	beti
egiten	NFINIPFVV	egin
zen	ARGAB3SINDV	izan
.	_	.

"	_	"
Inolako	ADJ	inolako
krimenik	PRTINDFINANN	krimen
ez	NEGPART	ez
egotea	VABS	egon
gustatuko	VPROSPV.PTCP	gustatu
litzaidake	ARGDA1SARGAB3SVCOND	izan
eta	CONJ	eta
horregatik	ADV	horregatik
,	_	,
handitan	IN+ESSADJINDF	handi
,	_	,
abokatu	N	abokatu
edo	CONJ	edo
epaile	ABSINDFANIMN	epaile
izango	VPROSPV.PTCP	izan
naiz	ARGAB1SVIND	izan
justizia	DEFSGABSINANN	justizia
egin	VNFIN	egin
dadin	ARGAB3SVSBJV	*edin
"	_	"
.	_	.

Kopuru	N	kopuru
hori	DETDEFSGABS	hori
finantzaketaren	SGDEFGENN	finantzaketa
%78,52koa	DEFABSSGN	%78,52
da	ARGAB3SPROGVIND	izan
.	_	.

Kasu	N	kasu
honetan	IN+ESSDETDEFSG	hau
kontraleihoak	DEFABSPLN	kontraleiho
gutxienez	ADV	gutxienez
hiru	NUM	hiru
oin	N	oin
eta	CONJ	eta
erdi	INDFABSINANN	erdi
dira	ARGAB3PPROGVIND	izan
zabalean	IN+ESSADJDEFSG	zabal
.	_	.

"	_	"
Udan	NDEFSGIN+ESS	uda
,	_	,
bestalde	CONJ	bestalde
,	_	,
ez	NEGPART	ez
du	ARGAB3SARGER3SINDV	*edun
euririk	NPRTINANINDF	euri
egiten	NFINIPFVV	egin
eta	CONJ	eta
loreak	DEFINANPLNABS	lore
usteldu	VV.PTCP	usteldu
egiten	NFINIPFVV	egin
dira	ARGAB3PINDV	izan
"	_	"
.	_	.

E.	DEFABSSGN	e
Magoak	ERGSGDEFN	mago
haitzuloko	DEFSGESSINANN	haitzulo
bazter	N	bazter
ilun	ADJ	ilun
batera	NUM	bat
eraman	VPFVV.PTCP	eraman
zituen	ARGAB3PARGER3SVIND	*edun
haurrak	DEFABSPLN	haur
.	_	.

"	_	"
Ez	NEGPART	ez
dut	ARGER1SARGAB3SPROGINDV	ukan
ezer	INDFPROABS	ezer
hemengo	ADJ	hemengo
jokalarien	GENN	jokalari
kontra	DEFANIMPLADP	kontra
,	_	,
baina	CONJ	baina
oso	ADV	oso
zaila	ADJSGDEFABS	zail
da	ARGAB3SPROGVIND	izan
jokalari	N	jokalari
onak	ADJDEFPLABS	on
topatzea	VABS	topatu
.	_	.

Marokoko	ESSPROPNSGDEF	Maroko
etxe	N	etxe
gehienetako	ESSDEFPLDET	gehien
horma	N	horma
eta	CONJ	eta
zoruak	INANABSNPLDEF	zoru
honen	GENDET	hau
antzeko	ADPSGESSDEF	antzeko
azulejoz	NINDFINS	azulejo
apainduta	VV.PTCP	apaindu
egoten	NFINVIPFV	egon
dira	ARGAB3PVIND	izan
.	_	.

Espetxean	DEFINANIN+ESSNSG	espetxe
oso	ADV	oso
preso	N	preso
arriskutsuak	ADJDEFPLABS	arriskutsu
ginela	ARGAB1PPROGINDV	izan
esan	PFVVV.PTCP	esan
ziguten	ARGDA1PARGAB3SARGER3PINDV	*edun
eta	CONJ	eta
,	_	,
ondorioz	NINSINANINDF	ondorio
,	_	,
kanpoarekiko	ESSDEFINANNSG	kanpo
harreman	N	harreman
guztiak	PLDETDEFABS	guzti
interbenituak	DEFPLABSVV.PTCP	interbenitu
